Comissão,Data,Hora,Reunião,Texto,Tipo
Comissão Especial  -  Combate à Violência,21/08/2001,14h59,000754/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Combate à Violência&tpReuniaoEvento=AP c/ Convidado&dtReuniao=21/08/2001&hrInicio=14:59:00&hrFim=17:28:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000754/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:59&sgFaseSessao=&Data=21/08/2001&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=14:59&txEtapa=,AP c/ Convidado
Comissão de Direitos Humanos,16/08/2001,10h16,000747/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Direitos Humanos&tpReuniaoEvento=AP c/ Convidado&dtReuniao=16/08/2001&hrInicio=10:16:00&hrFim=14:23:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000747/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:16&sgFaseSessao=&Data=16/08/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:16&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,19/06/2001,14h30,000571/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=19/06/2001&hrInicio=14:30:00&hrFim=16:15:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000571/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:30&sgFaseSessao=&Data=19/06/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=14:30&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,06/06/2001,10h15,000515/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=06/06/2001&hrInicio=10:15:00&hrFim=12:35:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000515/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:15&sgFaseSessao=&Data=06/06/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:15&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,30/05/2001,10h14,000455/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=30/05/2001&hrInicio=10:14:00&hrFim=13:03:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000455/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:14&sgFaseSessao=&Data=30/05/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:14&txEtapa=,Reunião Ordinária
Comissão de Direitos Humanos,23/05/2001,14h35,000429/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Direitos Humanos&tpReuniaoEvento=AP c/ Convidado&dtReuniao=23/05/2001&hrInicio=14:35:00&hrFim=16:51:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000429/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:35&sgFaseSessao=&Data=23/05/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=14:35&txEtapa=,AP c/ Convidado
Comissão Especial  -  Combate à Violência,15/05/2001,14h41,000352/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Combate à Violência&tpReuniaoEvento=AP c/ Convidado&dtReuniao=15/05/2001&hrInicio=14:41:00&hrFim=17:51:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000352/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=14:41&sgFaseSessao=&Data=15/05/2001&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=14:41&txEtapa=,AP c/ Convidado
Outros Eventos,24/04/2001,16h00,X_0084/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Outros Eventos&tpReuniaoEvento=&dtReuniao=24/04/2001&hrInicio=16:00:00&hrFim=17:32:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=X_0084/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=16:00&sgFaseSessao=&Data=24/04/2001&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=16:00&txEtapa=,
Comissão de Relações Exteriores e de Defesa Nacional,18/04/2001,10h33,000228/01,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=18/04/2001&hrInicio=10:33:00&hrFim=12:34:00&origemDiscurso=&nmLocal=Plenário Principal - CD&nuSessao=000228/01&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=10:33&sgFaseSessao=&Data=18/04/2001&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=10:33&txEtapa=,Reunião Ordinária
Conjunta - Relações Exteriores / Amazônia Integração Nacional,10/08/2000,*,0860/00,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Conjunta - Relações Exteriores / Amazônia Integração Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=10/08/2000&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0860/00&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=10/08/2000&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,16/05/2000,*,0497/00,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=16/05/2000&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0497/00&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=16/05/2000&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Constituição e Justiça e de Redação,26/04/2000,*,0359/00,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=26/04/2000&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0359/00&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=26/04/2000&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,29/03/2000,*,0202/00,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=29/03/2000&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0202/00&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=29/03/2000&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,22/03/2000,*,0167/00,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=22/03/2000&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0167/00&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=22/03/2000&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Outros Eventos,16/03/2000,*,X_0047/00,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Outros Eventos&tpReuniaoEvento=Entrevista&dtReuniao=16/03/2000&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=X_0047/00&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=16/03/2000&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=&txEtapa=,Entrevista
Comissão de Relações Exteriores e de Defesa Nacional,26/01/2000,*,0034/00,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Debates&dtReuniao=26/01/2000&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0034/00&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=26/01/2000&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Debates
Outros Eventos,20/01/2000,*,X_0010/00,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Outros Eventos&tpReuniaoEvento=Outro Evento&dtReuniao=20/01/2000&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=X_0010/00&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=20/01/2000&txApelido=&txFaseSessao=&txTipoSessao=&dtHoraQuarto=&txEtapa=,Outro Evento
Comissão Especial  -  Segurança Pública,01/12/1999,*,1385/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=01/12/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=1385/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=01/12/1999&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,01/12/1999,*,1358/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=01/12/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=1358/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=01/12/1999&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Constituição e Justiça e de Redação,11/11/1999,*,1209/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=11/11/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=1209/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=11/11/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Constituição e Justiça e de Redação,10/11/1999,*,1188/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=AP c/ Convidado&dtReuniao=10/11/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=1188/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=10/11/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Constituição e Justiça e de Redação,09/11/1999,*,1175/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=09/11/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=1175/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=09/11/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,28/10/1999,*,1147/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Ministro&dtReuniao=28/10/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=1147/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=28/10/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Ministro
Comissão Especial - PEC 151-A/95 - Segurança Pública,27/10/1999,*,1127/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 151-A/95 - Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=27/10/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=1127/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=27/10/1999&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,18/08/1999,*,0732/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=18/08/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0732/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=18/08/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa,19/05/1999,*,0368/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa&tpReuniaoEvento=Reunião Ordinária&dtReuniao=19/05/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0368/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=19/05/1999&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,Reunião Ordinária
CPI - Narcotráfico,06/05/1999,*,0277/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=CPI - Narcotráfico&tpReuniaoEvento=AP c/ Convidado&dtReuniao=06/05/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0277/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=06/05/1999&txApelido=&txFaseSessao=&txTipoSessao=Parlamentar de Inquérito&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Direitos Humanos,04/05/1999,*,0249/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Direitos Humanos&tpReuniaoEvento=AP c/ Convidado&dtReuniao=04/05/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0249/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=04/05/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa,28/04/1999,*,0229/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa&tpReuniaoEvento=AP c/ Convidado&dtReuniao=28/04/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0229/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=28/04/1999&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa,27/04/1999,*,0202/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa&tpReuniaoEvento=AP c/ Convidado&dtReuniao=27/04/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0202/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=27/04/1999&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa,13/04/1999,*,0160/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa&tpReuniaoEvento=Reunião Ordinária&dtReuniao=13/04/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0160/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=13/04/1999&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa,07/04/1999,*,0148/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC  498-A/97 (Apensada à PEC 626/98) Ministério da Defesa&tpReuniaoEvento=Reunião Ordinária&dtReuniao=07/04/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0148/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=07/04/1999&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,31/03/1999,*,0124/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=31/03/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0124/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=31/03/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Constituição e Justiça e de Redação,26/01/1999,*,0026/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=26/01/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0026/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=26/01/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Constituição e Justiça e de Redação,21/01/1999,*,0022/99,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=21/01/1999&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0022/99&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=21/01/1999&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,09/12/1998,*,0499/98,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=09/12/1998&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0499/98&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=09/12/1998&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Relações Exteriores e de Defesa Nacional,11/11/1998,*,0418/98,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=Reunião Ordinária&dtReuniao=11/11/1998&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0418/98&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=11/11/1998&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão de Relações Exteriores e de Defesa Nacional,27/05/1998,*,0288/98,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Relações Exteriores e de Defesa Nacional&tpReuniaoEvento=AP c/ Convidado&dtReuniao=27/05/1998&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0288/98&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=27/05/1998&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Constituição e Justiça e de Redação,11/12/1997,*,1147/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=11/12/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=1147/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=11/12/1997&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão Especial  -  Segurança Pública,05/11/1997,*,0950/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Ministro&dtReuniao=05/11/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0950/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=05/11/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Ministro
Comissão Especial  -  Segurança Pública,04/11/1997,*,0927/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=04/11/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0927/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=04/11/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,29/10/1997,*,918/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=29/10/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=918/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=29/10/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial  -  Segurança Pública,28/10/1997,*,0904/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Ministro&dtReuniao=28/10/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0904/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=28/10/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Ministro
Comissão Especial  -  Segurança Pública,22/10/1997,*,0892/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=22/10/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0892/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=22/10/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão de Constituição e Justiça e de Redação,22/10/1997,*,0888/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão de Constituição e Justiça e de Redação&tpReuniaoEvento=Reunião Ordinária&dtReuniao=22/10/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0888/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=22/10/1997&txApelido=&txFaseSessao=&txTipoSessao=Permanente&dtHoraQuarto=&txEtapa=,Reunião Ordinária
Comissão Especial  -  Segurança Pública,15/10/1997,*,0854/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial  -  Segurança Pública&tpReuniaoEvento=AP c/ Convidado&dtReuniao=15/10/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0854/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=15/10/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial&dtHoraQuarto=&txEtapa=,AP c/ Convidado
Comissão Especial - PEC 338-A/96 - Regime Constitucional dos Militares,15/01/1997,*,0019/97,https://www.camara.leg.br/internet/sitaqweb/TextoHTML.asp?etapa=11&nmComissao=Comissão Especial - PEC 338-A/96 - Regime Constitucional dos Militares&tpReuniaoEvento=AP c/ Convidado&dtReuniao=15/01/1997&hrInicio=&hrFim=&origemDiscurso=&nmLocal=&nuSessao=0019/97&nuQuarto=0&nuOrador=0&nuInsercao=0&dtHorarioQuarto=&sgFaseSessao=&Data=15/01/1997&txApelido=&txFaseSessao=&txTipoSessao=Especial - PEC&dtHoraQuarto=&txEtapa=,AP c/ Convidado
